user_id,name,username,message,time
7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-17 09:49:18
7071122079,Artur,Archer1611,Киев,2026-02-17 09:49:36
7071122079,Artur,Archer1611,Киев,2026-02-17 09:49:42
7071122079,Artur,Archer1611,Київ,2026-02-17 09:49:53
7071122079,Artur,Archer1611,Прага,2026-02-17 09:50:03
7071122079,Artur,Archer1611,Киев,2026-02-17 09:54:07
7071122079,Artur,Archer1611,Киев,2026-02-17 09:56:31
7071122079,Artur,Archer1611,Арара,2026-02-17 10:02:25
7071122079,BOT,AI,Архангельск,2026-02-17 10:02:29
7071122079,Artur,Archer1611,Поаола,2026-02-17 10:04:02
7071122079,Artur,Archer1611,Париж,2026-02-17 10:04:13
7071122079,BOT,AI,Калуга,2026-02-17 10:04:18
7071122079,Artur,Archer1611,Азот,2026-02-17 10:05:42
7071122079,BOT,AI,Тюмень,2026-02-17 10:05:44
7071122079,Artur,Archer1611,Норильск,2026-02-17 10:06:10
7071122079,BOT,AI,Калуга,2026-02-17 10:06:12
7071122079,Artur,Archer1611,Газа,2026-02-17 10:06:34
7071122079,Artur,Archer1611,Умань,2026-02-17 10:06:52
7071122079,Artur,Archer1611,Азов,2026-02-17 10:07:11
7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-17 10:33:53
7071122079,Artur,Archer1611,Киев,2026-02-17 10:33:53
7071122079,BOT,AI,Калуга,2026-02-17 10:33:55
7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-17 10:46:32
7071122079,Artur,Archer1611,Киев,2026-02-17 10:47:13
7071122079,BOT,AI,Калуга,2026-02-17 10:47:15
7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-17 14:18:58
7071122079,Artur,Archer1611,Київ,2026-02-17 14:19:08
7071122079,BOT,AI,Вінниця,2026-02-17 14:19:10
7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-17 15:10:12
7071122079,Artur,Archer1611,Київ,2026-02-17 15:10:24
7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-17 15:15:26
7071122079,Artur,Archer1611,Київ,2026-02-17 15:15:36
7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-17 15:16:09
7071122079,Artur,Archer1611,Київ,2026-02-17 15:16:16
7071122079,Artur,Archer1611,Киев,2026-02-17 15:16:22
7071122079,Artur,Archer1611,Ереван,2026-02-17 15:16:34
7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-17 15:33:47
7071122079,Artur,Archer1611,Київ,2026-02-17 15:33:55
7071122079,BOT,AI,Вінниця,2026-02-17 15:33:58
7071122079,Artur,Archer1611,Ялта,2026-02-17 15:34:19
7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-17 15:42:48
7071122079,Artur,Archer1611,Київ,2026-02-17 15:42:56
7071122079,BOT,AI,Винница,2026-02-17 15:42:59
7071122079,Artur,Archer1611,Алмата,2026-02-17 15:43:20
7071122079,Artur,Archer1611,Алупка,2026-02-17 15:43:47
7071122079,Artur,Archer1611,Алушта,2026-02-17 15:44:06
7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-17 16:08:11
7071122079,Artur,Archer1611,Київ,2026-02-17 16:08:18
7071122079,Artur,Archer1611,Киев,2026-02-17 16:08:31
7071122079,BOT,AI,Воронеж,2026-02-17 16:08:33
7071122079,Artur,Archer1611,Житомир,2026-02-17 16:08:46
7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-18 11:13:28
7071122079,Artur,Archer1611,Киев,2026-02-18 11:13:34
7071122079,BOT,AI,Волгоград,2026-02-18 11:13:38
7071122079,Artur,Archer1611,Париж,2026-02-18 11:13:51
7071122079,Artur,Archer1611,Днепр,2026-02-18 11:14:07
7071122079,Artur,Archer1611,Волынь,2026-02-18 11:14:26
7071122079,Artur,Archer1611,Курск,2026-02-18 11:14:38
7071122079,Artur,Archer1611,Курск,2026-02-18 11:15:03
7071122079,Artur,Archer1611,🔄 Спробуй заново,2026-02-18 12:39:42
7071122079,Artur,Archer1611,Киев,2026-02-18 12:39:49
7071122079,BOT,AI,Волгоград,2026-02-18 12:39:52
7071122079,Artur,Archer1611,Днепр,2026-02-18 12:40:03
7071122079,Artur,Archer1611,Днепр,2026-02-18 12:40:19
7071122079,Artur,Archer1611,Волынь,2026-02-18 12:40:28
7071122079,Artur,Archer1611,Новомосковск,2026-02-18 12:40:47
